prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
snomed_disease_code,55921005a,55921005a,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,55921005,55921005,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,188717001,188717001,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,253000007,253000007,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,2142002,2142002,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254731001,254731001,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254637007,254637007,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,128922003,128922003,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,109989006,109989006,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,55921005b,55921005b,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,399490008,399490008,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254900004,254900004,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,399068003,399068003,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,399730005,399730005,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254582000,254582000,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,74364000,74364000,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254632001,254632001,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254633006,254633006,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,28899001,28899001,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,402815007,402815007,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254634000,254634000,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,254730000,254730000,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,706970001,706970001,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,255084004,255084004,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,444604002,444604002,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
snomed_disease_code,447782002,447782002,A 9-digit numerical code for the primary disease with which the participant,CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage III,Stage III,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IIIA,Stage IIIA,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IIIB,Stage IIIB,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IIIC,Stage IIIC,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IV,Stage IV,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IVA,Stage IVA,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IVB,Stage IVB,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,Stage IVC,Stage IVC,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
stage_of_disease,NA,NA,"Stage group determined from clinical information on the tumor (T), regional",CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Grade cannot be assessed,Grade cannot be assessed,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Borderline malignancy,Borderline malignancy,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Well Differentiated,Well Differentiated,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Moderately Differentiated,Moderately Differentiated,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Poorly Differentiated,Poorly Differentiated,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
tumor_grade,Undifferentiated grade,Undifferentiated grade,A text term to express the degree of abnormality of cancer cells as a measure,CTDC,1.22.2-5c0d1c3,diagnosis
best_response_to_targeted_therapy,Complete Response,Complete Response,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Partial Response,Partial Response,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Less than partial response,Less than partial response,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Stable Disease,Stable Disease,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Progressive Disease,Progressive Disease,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Not Assessed,Not Assessed,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Too Early,Too Early,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Not Evaluable,Not Evaluable,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_targeted_therapy,Unknown,Unknown,The result of an evaluation to determine the most clinically favorable response to treatment.. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,targeted_therapy
best_response_to_non_targeted_therapy,Complete Response,Complete Response,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Partial Response,Partial Response,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Less than partial response,Less than partial response,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Stable Disease,Stable Disease,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Progressive Disease,Progressive Disease,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Not Assessed,Not Assessed,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Too Early,Too Early,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Not Evaluable,Not Evaluable,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
best_response_to_non_targeted_therapy,Unknown,Unknown,The result of an evaluation to determine the most clinically favorable response to treatment. <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,non_targeted_therapy
surgical_procedure_therapeutic,Yes,Yes,A response which indicates whether the administration of a therapeutic,CTDC,1.22.2-5c0d1c3,surgery
surgical_procedure_therapeutic,No,No,A response which indicates whether the administration of a therapeutic,CTDC,1.22.2-5c0d1c3,surgery
best_response_to_radiotherapy,Complete Response,Complete Response,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Partial Response,Partial Response,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Less than partial response,Less than partial response,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Stable Disease,Stable Disease,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Progressive Disease,Progressive Disease,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Not Assessed,Not Assessed,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Too Early,Too Early,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Not Evaluable,Not Evaluable,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
best_response_to_radiotherapy,Unknown,Unknown,The result of an evaluation to determine the most clinically favorable response to treatment.  <br>CDE ID = 15179918,CTDC,1.22.2-5c0d1c3,radiotherapy
survival_status,ALIVE,ALIVE,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,DEAD,DEAD,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,UNKNOWN,UNKNOWN,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,Alive with Disease,Alive with Disease,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,Alive with No Evidence of Disease,Alive with No Evidence of Disease,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,"Alive, Disease Status Unknown","Alive, Disease Status Unknown",The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
survival_status,Dead,Dead,The participant's survival state as being living or deceased. <br>CDE,CTDC,1.22.2-5c0d1c3,participant_status
off_study,Yes,Yes,A response that indicates whether or not an individual is receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study,No,No,A response that indicates whether or not an individual is receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study,Unknown,Unknown,A response that indicates whether or not an individual is receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,ADVERSE EVENT,ADVERSE EVENT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,APPROVED DRUG AVAILABLE FOR INDICATION,APPROVED DRUG AVAILABLE FOR INDICATION,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,COMPLETED,COMPLETED,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,DEATH,DEATH,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,DISEASE RELAPSE,DISEASE RELAPSE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,FAILURE TO MEET CONTINUATION CRITERIA,FAILURE TO MEET CONTINUATION CRITERIA,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,FAILURE TO MEET RANDOMIZATION CRITERIA,FAILURE TO MEET RANDOMIZATION CRITERIA,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,LACK OF EFFICACY,LACK OF EFFICACY,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,LOGISTICAL PROBLEM,LOGISTICAL PROBLEM,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,LOST TO FOLLOW-UP,LOST TO FOLLOW-UP,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,MET ELIGIBILITY CRITERIA BUT NOT NEEDED,MET ELIGIBILITY CRITERIA BUT NOT NEEDED,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NEVER DOSED,NEVER DOSED,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NO LONGER CLINICALLY BENEFITING,NO LONGER CLINICALLY BENEFITING,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NON-COMPLIANCE WITH NON-STUDY DEVICE,NON-COMPLIANCE WITH NON-STUDY DEVICE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NON-COMPLIANCE WITH STUDY DEVICE,NON-COMPLIANCE WITH STUDY DEVICE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NON-COMPLIANCE WITH STUDY DRUG,NON-COMPLIANCE WITH STUDY DRUG,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,NON-COMPLIANCE WITH STUDY SCHEDULE,NON-COMPLIANCE WITH STUDY SCHEDULE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,OTHER,OTHER,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PARTNER PREGNANCY,PARTNER PREGNANCY,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PHYSICIAN DECISION,PHYSICIAN DECISION,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PREGNANCY,PREGNANCY,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PROGRESSIVE DISEASE,PROGRESSIVE DISEASE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PROTOCOL DEVIATION,PROTOCOL DEVIATION,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PROTOCOL VIOLATION,PROTOCOL VIOLATION,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,PROTOCOL-SPECIFIED WITHDRAWAL CRITERION MET,PROTOCOL-SPECIFIED WITHDRAWAL CRITERION MET,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,RANDOMIZED BY MISTAKE,RANDOMIZED BY MISTAKE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,RANDOMIZED BY MISTAKE WITH STUDY TREATMENT,RANDOMIZED BY MISTAKE WITH STUDY TREATMENT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,RANDOMIZED BY MISTAKE WITHOUT STUDY TREATMENT,RANDOMIZED BY MISTAKE WITHOUT STUDY TREATMENT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,RECOVERY,RECOVERY,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,REQUIRES PROHIBITED MEDICATION,REQUIRES PROHIBITED MEDICATION,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,SCREEN FAILURE,SCREEN FAILURE,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,SCREENING NOT COMPLETED,SCREENING NOT COMPLETED,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,SITE TERMINATED BY SPONSOR,SITE TERMINATED BY SPONSOR,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,SPONSOR REQUEST,SPONSOR REQUEST,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,STUDY TERMINATED BY SPONSOR,STUDY TERMINATED BY SPONSOR,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,TECHNICAL PROBLEMS,TECHNICAL PROBLEMS,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,WITHDRAWAL BY PARENT/GUARDIAN,WITHDRAWAL BY PARENT/GUARDIAN,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,WITHDRAWAL BY SUBJECT,WITHDRAWAL BY SUBJECT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,WITHDRAWAL OF ASSENT,WITHDRAWAL OF ASSENT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
off_study_reason,WITHDRAWAL OF CONSENT,WITHDRAWAL OF CONSENT,An explanation describing why an individual is no longer receiving protocol,CTDC,1.22.2-5c0d1c3,participant_status
specimen_type,Bone Marrow Aspirate,Bone Marrow Aspirate,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Cell Block,Cell Block,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,EDTA Blood,EDTA Blood,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,FFPE Block,FFPE Block,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Formalin Bone Marrow Biopsy,Formalin Bone Marrow Biopsy,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Formalin Fixed Tissue,Formalin Fixed Tissue,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,FORMALIN FIXED TISSUE,FORMALIN FIXED TISSUE,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Snap Frozen Tissue,Snap Frozen Tissue,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Stained Bone Marrow Aspirate Slide,Stained Bone Marrow Aspirate Slide,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Streck Blood,Streck Blood,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Streck Blood to VARI,Streck Blood to VARI,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Unstained Bone Marrow Aspirate Slide,Unstained Bone Marrow Aspirate Slide,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Unstained Slide,Unstained Slide,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Fresh Tissue in Media to PDMR,Fresh Tissue in Media to PDMR,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_type,Streck Blood to PDMR,Streck Blood to PDMR,The kind of material that forms the parent sample as captured in the Ontology,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,BLOOD,BLOOD,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Blood,Blood,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,BONE MARROW,BONE MARROW,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Bone Marrow,Bone Marrow,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,BUCCAL CELL SAMPLE,BUCCAL CELL SAMPLE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,CEREBROSPINAL FLUID,CEREBROSPINAL FLUID,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,FORMALIN FIXED PARAFFIN EMBEDDED TISSUE,FORMALIN FIXED PARAFFIN EMBEDDED TISSUE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Formalin Fixed Paraffin Embedded Tissue,Formalin Fixed Paraffin Embedded Tissue,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,FORMALIN FIXED TISSUE,FORMALIN FIXED TISSUE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Formalin Fixed Tissue,Formalin Fixed Tissue,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,FRESH TISSUE,FRESH TISSUE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Fresh Tissue,Fresh Tissue,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,FROZEN TISSUE,FROZEN TISSUE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,Frozen Tissue,Frozen Tissue,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,OTHER BODILY FLUIDs,OTHER BODILY FLUIDs,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,SALIVA,SALIVA,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,STOOL,STOOL,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
specimen_category,URINE,URINE,The biospecimen grouping that describes the kind of material that forms,CTDC,1.22.2-5c0d1c3,specimen
tissue_category,Metastatic,Metastatic,A text term based on categorization of cytologic atypia found in cellular,CTDC,1.22.2-5c0d1c3,specimen
tissue_category,Normal,Normal,A text term based on categorization of cytologic atypia found in cellular,CTDC,1.22.2-5c0d1c3,specimen
tissue_category,Primary,Primary,A text term based on categorization of cytologic atypia found in cellular,CTDC,1.22.2-5c0d1c3,specimen
tissue_category,Adjacent Non-Tumor,Adjacent Non-Tumor,A text term based on categorization of cytologic atypia found in cellular,CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,ARCHIVAL,ARCHIVAL,"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,BASELINE,BASELINE,"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,ON TREATMENT,ON TREATMENT,"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,PROGRESSION,PROGRESSION,"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,Baseline (Fresh),Baseline (Fresh),"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,On Treatment (Fresh),On Treatment (Fresh),"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,Archival,Archival,"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,Progression (Fresh),Progression (Fresh),"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
assessment_timepoint,Post-Treatment (No progression),Post-Treatment (No progression),"A specific point in the time continuum, including those established relative",CTDC,1.22.2-5c0d1c3,specimen
quality_of_specimen,https://cadsr.cancer.gov/onedata/Home.jsp,,The final state of a sample which is based on an evaluation of its quality.,CTDC,1.22.2-5c0d1c3,specimen
assay_type,Next Generation Sequencing,Next Generation Sequencing,The type of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_type,Immune,Immune,The type of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_type,Cell Based,Cell Based,The type of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,atacseq,atacseq,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,rnaseq,rnaseq,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,scrnaseq,scrnaseq,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,visium,visium,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,wes,wes,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,tcr,tcr,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,cytof,cytof,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,elisa,elisa,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,nulisa,nulisa,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,cdtdna,cdtdna,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,olink,olink,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,ihc,ihc,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,mibi,mibi,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,hande,hande,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
assay_subtype,microbiome,microbiome,The subtype of assay performed on the biospecimen.,CTDC,1.22.2-5c0d1c3,assay
